# src_core	dest_core	cost	stderr
0	0	-1	0
1	0	8.79365079365	1.83578822791
2	0	8.92063492063	1.77550875608
3	0	8.60317460317	1.9068771324
4	0	8.79365079365	1.83578822791
5	0	8.66666666667	1.88561808316
6	0	8.98412698413	1.74111862867
7	0	8.34920634921	1.96927776753
8	0	8.79365079365	1.83578822791
9	0	9.04761904762	1.70367084
10	0	8.98412698413	1.74111862867
11	0	8.66666666667	1.88561808316
12	0	8.73015873016	1.86195279982
13	0	8.53968253968	1.92580963658
14	0	8.47619047619	1.94248362423
15	0	8.34920634921	1.96927776753
16	0	8.47619047619	1.94248362423
17	0	8.15873015873	1.99369123405
18	0	8.53968253968	1.92580963658
19	0	9.1746031746	1.61873635352
20	0	8.53968253968	1.92580963658
21	0	8.28571428571	1.97948663722
22	0	8.4126984127	1.95695682634
23	0	8.60317460317	1.9068771324
24	0	8.47619047619	1.94248362423
25	0	8.47619047619	1.94248362423
26	0	8.66666666667	1.88561808316
27	0	8.60317460317	1.9068771324
28	0	9.04761904762	1.70367084
29	0	8.92063492063	1.77550875608
30	0	8.66666666667	1.88561808316
31	0	8.47619047619	1.94248362423
0	1	8.15873015873	1.99369123405
1	1	-1	0
2	1	8.15873015873	1.99369123405
3	1	8.53968253968	1.92580963658
4	1	8.28571428571	1.97948663722
5	1	8.03174603175	1.9997480315
6	1	8.73015873016	1.86195279982
7	1	8.66666666667	1.88561808316
8	1	8.73015873016	1.86195279982
9	1	8.4126984127	1.95695682634
10	1	8.28571428571	1.97948663722
11	1	8.73015873016	1.86195279982
12	1	8.60317460317	1.9068771324
13	1	8.34920634921	1.96927776753
14	1	8.34920634921	1.96927776753
15	1	8.53968253968	1.92580963658
16	1	9.04761904762	1.70367084
17	1	8.60317460317	1.9068771324
18	1	8.4126984127	1.95695682634
19	1	8.47619047619	1.94248362423
20	1	8.85714285714	1.80701580581
21	1	8.4126984127	1.95695682634
22	1	8.79365079365	1.83578822791
23	1	8.4126984127	1.95695682634
24	1	8.60317460317	1.9068771324
25	1	8.34920634921	1.96927776753
26	1	8.47619047619	1.94248362423
27	1	8.47619047619	1.94248362423
28	1	8.4126984127	1.95695682634
29	1	8.60317460317	1.9068771324
30	1	8.79365079365	1.83578822791
31	1	8.53968253968	1.92580963658
0	2	8.60317460317	1.9068771324
1	2	8.73015873016	1.86195279982
2	2	-1	0
3	2	8.66666666667	1.88561808316
4	2	8.73015873016	1.86195279982
5	2	8.15873015873	1.99369123405
6	2	8.22222222222	1.98761598
7	2	8.53968253968	1.92580963658
8	2	8.53968253968	1.92580963658
9	2	8.66666666667	1.88561808316
10	2	8.60317460317	1.9068771324
11	2	8.73015873016	1.86195279982
12	2	9.04761904762	1.70367084
13	2	8.47619047619	1.94248362423
14	2	8.34920634921	1.96927776753
15	2	8.79365079365	1.83578822791
16	2	8.73015873016	1.86195279982
17	2	8.85714285714	1.80701580581
18	2	8.28571428571	1.97948663722
19	2	8.98412698413	1.74111862867
20	2	8.34920634921	1.96927776753
21	2	8.60317460317	1.9068771324
22	2	8.66666666667	1.88561808316
23	2	8.66666666667	1.88561808316
24	2	8.85714285714	1.80701580581
25	2	8.73015873016	1.86195279982
26	2	8.47619047619	1.94248362423
27	2	8.85714285714	1.80701580581
28	2	8.73015873016	1.86195279982
29	2	8.47619047619	1.94248362423
30	2	8.98412698413	1.74111862867
