# core	nvalues	median	mean	stddev	min	max
46	90	491.0	493.533333333	13.9253565683	437	531
47	90	487.0	491.155555556	14.4282986686	453	547
0	90	327.5	328.966666667	33.5173089612	244	417
1	90	330.0	323.977777778	33.2779465772	251	381
2	90	326.0	319.566666667	39.963330414	240	435
3	90	324.5	329.211111111	30.9718490262	278	417
4	90	330.5	331.544444444	34.2283706598	265	426
5	90	333.5	329.133333333	37.1071122263	256	438
6	90	394.0	395.3	27.9858893016	338	486
7	90	397.5	396.611111111	31.4906315679	313	465
8	90	393.0	396.544444444	28.2623271477	332	471
9	90	399.5	400.7	27.5497328077	318	474
10	90	393.0	393.277777778	23.5461852432	343	460
11	90	395.0	397.944444444	27.585971117	303	457
13	90	363.0	357.411111111	32.3518484598	288	426
14	90	363.5	359.333333333	34.4815570672	264	442
15	90	356.0	351.288888889	35.9450953058	276	471
16	90	353.5	348.4	32.8619333982	215	408
17	90	360.5	351.866666667	37.149906535	231	425
18	90	443.5	441.555555556	32.5587029195	369	502
19	90	451.5	454.422222222	30.2790641929	390	531
20	90	439.0	445.744444444	34.0498200717	380	529
21	90	443.0	443.555555556	36.8230335859	372	532
22	90	449.0	444.077777778	35.47932975	375	524
23	90	455.0	455.022222222	31.5171832419	387	526
24	90	372.5	369.2	29.971542058	301	442
25	90	377.0	373.922222222	25.343957324	312	443
26	90	364.0	362.933333333	21.2675025959	314	416
27	90	360.5	362.088888889	21.5955985456	321	422
28	90	361.0	361.333333333	23.2708687705	310	411
29	90	364.5	363.266666667	21.4433620913	308	424
30	90	480.5	474.211111111	36.4324319634	386	547
31	90	469.5	472.033333333	34.1140082013	407	533
32	90	472.0	472.833333333	32.5044441406	418	542
33	90	467.5	472.611111111	32.5916466614	419	533
34	90	479.5	476.933333333	35.176317791	407	536
35	90	470.5	468.833333333	32.5283636915	416	532
36	90	391.5	393.722222222	25.763034577	310	472
37	90	393.0	396.433333333	25.2507645649	327	463
38	90	394.0	390.044444444	25.4885207762	331	453
39	90	406.0	406.166666667	24.0925299626	343	465
40	90	389.0	390.555555556	20.2161162943	346	443
41	90	383.5	388.266666667	25.5989583121	339	467
42	90	529.5	530.166666667	25.7989017854	470	604
43	90	525.5	529.288888889	24.6063426532	475	624
44	90	528.5	534.1	29.7695034109	457	616
45	90	536.0	534.333333333	30.5748625871	474	653
46	90	533.0	535.744444444	30.3811202745	473	607
47	90	529.5	528.544444444	28.3212370693	470	599
0	90	328.0	326.3	34.058593303	247	428
1	90	329.0	331.6	40.4150137119	251	473
2	90	328.0	323.911111111	37.0122035264	254	449
3	90	328.0	327.166666667	32.4917938358	257	436
4	90	324.5	328.677777778	36.7017492098	269	448
5	90	333.0	329.188888889	41.6444992885	249	483
6	90	398.0	398.922222222	27.0601091308	336	469
7	90	406.0	405.022222222	23.8816423117	346	472
8	90	402.0	403.222222222	27.9307786333	342	472
9	90	402.0	398.9	25.1873204433	299	442
10	90	397.0	397.9	27.6719071342	338	469
11	90	384.5	388.655555556	27.1486284127	321	462
12	90	354.0	353.0	25.5942701921	310	416
14	90	354.0	347.488888889	32.6190961263	269	404
15	90	358.0	353.655555556	34.5829634072	288	423
16	90	353.5	353.211111111	26.1969016168	294	407
17	90	353.0	349.411111111	34.1860577313	266	412
18	90	436.5	438.644444444	35.0628993892	372	510
19	90	452.5	451.544444444	27.6719517487	391	511
20	90	454.0	451.433333333	36.5947931937	382	565
21	90	441.5	441.588888889	38.0905046332	342	526
22	90	452.5	449.8	35.8934224863	378	534
23	90	451.0	449.422222222	28.6620065118	392	536
24	90	364.0	367.633333333	26.315795848	299	443
25	90	373.0	372.266666667	26.4905853297	310	433
26	90	351.0	353.955555556	24.0212457403	287	410
27	90	362.5	362.511111111	25.3321247275	285	453
28	90	361.5	360.055555556	20.4175094308	306	415
29	90	364.5	361.566666667	20.8609417067	317	416
30	90	462.5	470.777777778	34.2655569787	411	538
31	90	476.0	475.333333333	32.2252489	390	535
32	90	471.0	473.933333333	32.4132346084	412	546
33	90	466.5	473.388888889	33.9472448381	412	549
34	90	472.0	469.422222222	32.4348844363	407	542
35	90	458.5	467.222222222	32.4043130798	407	528
36	90	409.0	406.4	23.3051258072	342	458
37	90	398.0	398.0	23.6436507803	284	443
38	90	382.5	387.022222222	24.7211010982	339	453
39	90	405.0	401.311111111	30.4717152799	267	461
40	90	396.0	395.944444444	25.8067007281	328	460
41	90	394.0	393.877777778	23.9271244397	333	449
42	90	523.0	521.344444444	27.5830709398	460	596
43	90	520.5	525.988888889	30.2583301458	444	599
44	90	540.0	537.522222222	28.2992845523	480	602
45	90	540.0	535.333333333	29.6348143612	444	599
46	90	527.0	528.788888889	27.592871239	463	590
47	90	525.0	523.611111111	25.6110629067	459	588
0	90	329.0	330.077777778	36.5981868943	233	452
1	90	328.0	327.544444444	36.2409103121	236	439
2	90	333.0	332.4	33.7061814311	263	404
3	90	329.5	328.377777778	36.6350099033	254	464
4	90	330.5	332.777777778	34.6149543078	265	429
5	90	328.0	324.422222222	33.0773429599	255	422
6	90	403.0	399.711111111	30.6931930363	335	471
7	90	406.0	406.7	27.4936154205	335	472
8	90	403.5	402.122222222	32.9369187582	311	464
9	90	399.0	399.844444444	23.4122053217	340	453
10	90	401.5	399.422222222	28.2712959172	340	480
11	90	387.5	388.155555556	26.34088968	332	461
12	90	357.5	355.955555556	28.5006475993	283	421
13	90	356.5	350.455555556	33.1290946689	265	412
15	90	357.0	352.044444444	32.7658057232	278	420
16	90	362.5	359.833333333	30.2295844791	273	422
17	90	357.5	351.422222222	35.5399549108	256	421
18	90	455.0	449.077777778	38.3026624482	358	522
19	90	454.5	455.433333333	27.1272925298	405	522
20	90	456.0	444.833333333	34.4132564896	372	535
21	90	444.5	446.0	39.8533422549	356	539
22	90	450.0	445.677777778	33.046374075	381	505
23	90	451.5	453.1	31.6048695264	386	539
24	90	363.5	363.244444444	28.6194615646	300	427
25	90	368.0	370.455555556	28.5015247589	311	432
26	90	361.0	362.0	22.1299194154	299	424
27	90	364.0	360.944444444	21.9100997062	295	414
28	90	359.0	359.911111111	25.583694653	298	412
29	90	359.0	359.733333333	22.9452488425	307	428
30	90	468.0	475.1	32.5921087927	418	538
31	90	472.5	478.033333333	33.7235328319	400	543
32	90	479.5	478.233333333	35.0621828566	404	548
33	90	470.0	473.711111111	33.3360813682	411	546
34	90	470.0	474.344444444	31.8594695886	410	533
35	90	470.0	472.7	30.6534210525	423	541
36	90	398.0	397.888888889	22.5838902487	347	450
37	90	403.0	400.633333333	24.8361072276	345	467
38	90	404.5	401.944444444	23.0989952216	339	459
39	90	411.0	407.633333333	28.2722675269	345	458
40	90	403.0	400.288888889	24.4350588042	330	454
41	90	390.5	389.8	26.7137916939	315	439
42	90	529.5	532.011111111	27.0092553867	470	605
43	90	527.5	529.177777778	23.4968450732	483	586
44	90	534.5	532.488888889	31.5599058034	433	628
45	90	533.0	533.3	29.8851319407	478	594
46	90	534.5	534.744444444	27.3050915525	487	603
47	90	528.5	531.622222222	25.5914819934	470	595
0	90	328.0	327.855555556	41.040240716	225	480
1	90	332.5	326.355555556	36.9168167374	226	417
2	90	328.5	327.2	38.6572402303	258	463
3	90	327.0	326.444444444	37.973415002	242	447
4	90	330.0	333.077777778	33.8733680305	277	471
5	90	325.5	324.7	37.7587223183	256	469
6	90	391.5	392.555555556	27.2287067107	337	459
7	90	407.5	404.144444444	29.2880563868	318	470
8	90	413.0	409.7	27.3688590271	344	482
9	90	393.5	394.188888889	23.3765763316	346	454
10	90	400.5	396.7	27.4049671086	336	460
11	90	382.5	382.655555556	29.0069574455	283	465
12	90	356.5	357.266666667	28.8007715946	304	416
13	90	360.0	351.966666667	32.9496079896	279	412
14	90	358.0	351.777777778	34.3151336157	206	440
16	90	357.0	355.3	25.5244762706	293	431
17	90	346.5	347.877777778	32.9109329277	268	415
18	90	434.0	440.911111111	36.0239563638	365	523
19	90	454.0	451.5	26.6000208855	391	505
20	90	453.5	445.644444444	32.4942084108	375	529
21	90	454.0	445.744444444	36.5119648916	362	526
22	90	442.5	444.3	38.4700316264	370	512
23	90	452.5	453.611111111	28.2428730221	395	521
24	90	364.0	364.888888889	26.9041279131	307	422
25	90	367.5	367.7	25.9860860205	312	424
26	90	353.5	356.022222222	24.6175085741	310	443
27	90	360.0	362.266666667	26.7817516646	306	480
28	90	364.0	362.622222222	21.6628600645	311	420
29	90	362.0	363.122222222	25.5594417335	280	424
30	90	475.0	478.388888889	36.1557416508	407	545
31	90	480.5	476.233333333	36.0823287004	392	552
32	90	466.5	472.444444444	34.0284557756	417	536
33	90	463.5	470.066666667	35.110239089	400	534
34	90	479.5	476.455555556	34.3197905689	399	540
35	90	464.5	472.455555556	36.6536828864	404	554
36	90	404.5	404.266666667	27.5664046743	334	491
37	90	392.0	392.233333333	25.7613189793	323	450
38	90	384.0	388.111111111	27.0610192977	337	453
39	90	410.0	406.688888889	31.9644401187	322	485
40	90	397.0	398.122222222	25.7137351009	338	464
41	90	400.5	400.9	26.8158535199	311	477
42	90	531.0	534.777777778	28.2141720802	449	623
43	90	526.0	527.8	29.0693423845	452	604
44	90	536.0	533.788888889	30.1811178809	464	611
45	90	535.0	535.533333333	27.0485982385	460	600
46	90	534.5	530.722222222	24.8614059573	474	587
47	90	524.5	521.122222222	29.6827026988	454	578
0	90	324.0	320.733333333	34.8720837092	214	414
1	90	321.5	318.533333333	36.6027321385	228	420
2	90	326.0	324.244444444	35.2266663863	256	438
3	90	317.0	324.677777778	35.6086218579	265	458
4	90	322.5	323.311111111	33.5971706628	249	427
5	90	330.5	331.333333333	46.4389683109	258	484
6	90	402.5	404.966666667	28.6726544134	335	485
7	90	391.0	398.322222222	33.5561975656	328	478
8	90	404.0	404.877777778	29.0144897816	350	488
9	90	398.5	399.288888889	28.2163248432	281	454
10	90	387.0	387.755555556	28.0124222885	321	460
11	90	386.0	389.111111111	27.4725901559	331	458
12	90	370.0	366.544444444	30.3238670618	282	435
13	90	359.5	349.755555556	34.5955395683	284	413
14	90	358.5	350.355555556	33.5864758203	267	411
15	90	354.5	351.566666667	29.4950278296	287	425
17	90	350.5	345.622222222	32.3338755205	290	415
18	90	438.0	443.144444444	38.9362901592	380	532
19	90	452.5	452.044444444	31.8750725005	348	537
20	90	448.5	447.511111111	35.2307455513	382	531
21	90	433.0	435.355555556	36.0142907164	368	514
22	90	445.5	446.366666667	36.8219288529	370	528
23	90	458.0	454.5	26.856098004	386	529
24	90	370.0	369.211111111	29.2781657153	314	429
25	90	361.5	364.388888889	25.2444468897	300	415
26	90	360.0	363.1	22.3104609246	321	427
27	90	361.5	358.233333333	23.330499828	298	397
28	90	354.0	356.755555556	27.9186560927	292	451
29	90	363.5	363.255555556	25.0428792767	294	438
30	90	483.0	477.088888889	34.3438962536	414	538
31	90	465.0	469.555555556	36.4011938483	407	571
32	90	476.0	478.311111111	32.5110731374	411	545
33	90	471.0	474.577777778	32.0003395044	419	556
34	90	476.0	474.833333333	34.1295733606	421	547
35	90	466.0	471.266666667	36.0036417911	372	562
36	90	387.0	387.744444444	22.9141203973	339	438
37	90	393.0	391.033333333	21.4633796655	334	438
38	90	398.0	400.544444444	20.7761407555	346	458
39	90	411.0	409.633333333	30.1402093925	321	488
40	90	383.0	384.188888889	22.1153011105	327	430
41	90	402.0	403.188888889	23.163618238	349	469
42	90	529.5	528.677777778	25.2695810886	461	592
43	90	519.0	521.911111111	28.6273546123	457	595
44	90	532.5	532.433333333	27.602354972	461	611
45	90	533.0	531.833333333	28.7464973712	469	606
46	90	531.0	529.833333333	29.1438005605	443	582
47	90	522.5	522.6	26.6035920716	467	615
0	90	332.0	330.933333333	30.3746239117	253	417
1	90	325.5	323.833333333	36.8363498011	255	451
2	90	327.5	327.266666667	37.0971098006	256	458
3	90	329.5	326.055555556	34.3984370159	254	444
4	90	325.0	328.866666667	34.388047019	266	484
5	90	328.0	328.866666667	41.1572053905	223	479
6	90	392.0	390.944444444	25.1728959669	333	447
7	90	383.0	386.244444444	28.5720574887	337	469
8	90	405.0	402.488888889	27.0588841211	329	456
9	90	397.5	398.566666667	22.6583563197	343	449
10	90	399.5	400.155555556	26.8356773763	302	465
11	90	393.0	393.877777778	22.6896098482	343	462
12	90	354.5	354.4	33.3429319513	200	430
13	90	357.5	350.433333333	35.7913863008	257	428
14	90	353.5	348.655555556	30.690266684	277	407
15	90	360.0	357.611111111	27.0311320289	300	418
16	90	362.5	355.811111111	31.3790072941	293	432
18	90	452.5	446.866666667	31.2982782629	378	518
19	90	450.5	451.355555556	29.9471056331	390	555
20	90	447.0	441.222222222	31.1197607024	375	495
21	90	440.5	439.766666667	34.6689262084	355	543
22	90	450.0	444.311111111	33.1889019083	381	546
23	90	455.0	451.177777778	28.4615053002	376	515
24	90	367.0	367.322222222	30.1163771533	305	426
25	90	367.5	366.988888889	24.9294535504	297	417
26	90	353.0	354.111111111	21.1368264434	303	405
27	90	354.0	354.288888889	24.9636377533	295	420
28	90	351.0	356.022222222	23.2484062908	303	425
29	90	354.0	355.377777778	22.3991953118	310	432
30	90	478.0	473.122222222	32.9541188718	409	542
31	90	477.0	474.733333333	35.3338993665	407	541
32	90	479.0	472.2	34.964807704	400	534
33	90	472.0	473.188888889	36.9422655999	407	540
34	90	463.0	467.3	34.8589060834	405	562
35	90	480.5	473.055555556	37.6726724153	391	540
36	90	387.5	388.944444444	21.9683414188	335	436
37	90	398.0	397.877777778	21.6588846423	355	489
38	90	395.5	397.055555556	19.9968670386	342	452
39	90	389.0	391.377777778	18.656293414	349	444
40	90	379.0	382.666666667	22.6994860441	337	439
41	90	392.0	391.566666667	22.7801326696	326	446
42	90	516.0	519.144444444	22.206386024	480	610
43	90	527.5	528.511111111	27.9659493132	437	591
44	90	538.5	538.355555556	31.7966843523	473	623
45	90	531.0	528.8	29.4566347931	463	586
46	90	526.5	528.4	26.7659817264	461	584
47	90	518.5	517.411111111	30.7610484016	413	608
0	90	321.5	330.344444444	33.1984474574	282	424
1	90	338.0	335.955555556	30.0732110805	287	418
2	90	334.0	335.055555556	32.6365034589	286	485
3	90	330.0	337.866666667	36.2354031914	267	444
4	90	342.0	346.333333333	37.578066889	293	478
5	90	334.0	338.133333333	41.2478147569	282	507
6	90	414.0	413.111111111	28.0707219732	342	478
7	90	413.0	414.033333333	26.9288981497	341	476
8	90	423.5	425.988888889	24.6493157193	382	485
9	90	416.5	414.955555556	20.1554575521	357	456
10	90	417.5	418.066666667	29.9758421251	363	488
11	90	419.0	414.488888889	24.2891125333	350	473
12	90	361.5	360.011111111	28.7164275264	301	432
13	90	357.5	354.733333333	37.1650373335	287	428
14	90	348.5	354.211111111	33.2630908046	283	450
15	90	367.0	363.233333333	27.3	302	436
16	90	350.5	354.422222222	32.7162812943	272	440
17	90	354.5	358.322222222	34.7747762283	297	429
19	90	373.0	371.911111111	27.9970809766	304	424
20	90	357.0	360.288888889	35.6106240216	287	467
21	90	358.0	357.6	36.1164167043	284	435
22	90	351.0	360.966666667	36.8551066867	300	451
23	90	369.5	371.833333333	26.5305903105	313	440
24	90	324.5	330.3	29.1099257604	276	405
25	90	330.5	334.777777778	26.3074884894	289	411
26	90	315.5	323.911111111	30.8255465643	266	403
27	90	317.5	328.222222222	32.7728809902	284	416
28	90	317.5	327.022222222	30.0809935481	280	418
29	90	336.0	336.888888889	26.0202675042	288	392
30	90	444.0	444.8	28.9118199589	371	520
31	90	445.5	444.7	23.8059049631	385	506
32	90	445.0	440.322222222	27.8989556865	377	500
33	90	450.0	446.688888889	26.8127848628	374	509
34	90	444.5	445.1	29.6715539046	371	521
35	90	443.0	443.922222222	26.3334294419	376	512
36	90	417.5	417.455555556	25.8242612505	345	466
37	90	416.5	417.144444444	29.0312326493	352	490
38	90	414.0	412.111111111	26.9643569033	341	483
39	90	420.0	418.533333333	26.9613715444	363	509
40	90	417.0	414.044444444	27.3280121288	351	476
41	90	414.5	415.4	23.7551397947	350	474
42	90	458.5	456.577777778	27.5910524054	374	511
43	90	451.0	450.311111111	24.6741630251	366	530
44	90	454.5	455.877777778	26.514913111	399	524
45	90	457.0	456.3	29.3448651575	395	535
46	90	451.5	451.322222222	25.8228270153	393	564
47	90	454.0	450.355555556	23.5821547932	395	500
0	90	328.5	331.511111111	32.6970078293	279	426
1	90	327.0	327.133333333	30.5738450313	276	395
2	90	325.5	328.5	32.6565460513	284	459
3	90	324.5	332.844444444	33.609493074	278	441
4	90	334.0	337.344444444	25.5003969952	272	428
5	90	330.5	331.911111111	32.113217924	276	443
6	90	411.5	413.933333333	29.0075852149	357	512
7	90	415.0	415.066666667	29.0075852149	351	472
8	90	413.0	414.022222222	26.2568415541	345	486
9	90	413.5	413.144444444	21.1142716932	360	464
10	90	415.0	412.511111111	27.4210966814	349	474
11	90	409.0	406.077777778	23.3871891702	347	465
12	90	364.5	360.233333333	30.1168280756	301	440
13	90	359.5	356.933333333	34.9846950664	286	446
14	90	357.0	351.477777778	36.7033839729	291	445
15	90	366.5	362.233333333	33.8565765809	284	454
16	90	363.0	359.755555556	34.4345792324	289	438
17	90	346.0	350.766666667	35.139420725	288	436
18	90	367.0	367.411111111	27.6384974847	313	430
20	90	346.5	352.055555556	38.5991828097	278	440
21	90	343.0	353.811111111	35.9897807855	292	453
22	90	352.5	359.344444444	33.6973988812	297	459
23	90	363.0	368.711111111	30.0345151245	296	439
24	90	327.5	329.433333333	26.5978487016	277	388
25	90	325.0	329.022222222	25.9388073819	282	391
26	90	324.5	327.622222222	30.3115591365	281	404
27	90	312.5	322.877777778	31.9533784608	272	387
28	90	323.5	328.4	31.8209574547	279	411
29	90	322.5	329.388888889	32.588578246	257	410
30	90	443.0	441.477777778	21.3162576337	382	488
31	90	436.5	434.533333333	24.6645044097	367	495
32	90	432.5	434.022222222	21.5602400408	381	502
33	90	440.0	436.777777778	24.2911862287	369	485
34	90	443.5	444.144444444	22.649778567	386	531
35	90	438.0	434.533333333	25.3395606381	369	484
36	90	413.0	414.533333333	22.8313624454	365	482
37	90	412.5	407.377777778	22.7139593778	335	448
38	90	411.0	411.511111111	24.1827507141	352	480
39	90	414.5	413.844444444	22.6886712363	363	479
40	90	413.5	412.911111111	21.4189139908	342	476
41	90	408.0	408.322222222	21.5792224027	351	467
42	90	443.0	443.566666667	25.9747954756	369	524
43	90	444.0	442.211111111	24.6186444452	384	514
44	90	445.5	447.744444444	29.1122582471	382	510
45	90	453.0	451.166666667	27.8229521558	386	503
46	90	446.0	445.866666667	29.1384434878	369	516
47	90	442.0	444.033333333	26.8793394429	384	539
0	90	321.5	329.677777778	32.8176198534	283	401
1	90	331.0	330.944444444	32.8844310042	268	411
2	90	330.5	335.866666667	29.7168863331	288	432
3	90	325.0	329.266666667	31.2199366502	265	427
4	90	339.0	341.855555556	33.1543733033	289	455
5	90	333.0	330.7	32.5564296432	282	404
6	90	405.5	406.577777778	29.6730247036	329	482
7	90	415.5	417.877777778	25.0287957618	374	499
8	90	417.5	415.7	24.5399674001	352	479
9	90	415.0	416.944444444	23.6978016379	366	468
10	90	416.0	416.7	26.5281611374	331	500
11	90	411.0	409.266666667	24.7838657195	351	482
12	90	361.5	360.522222222	31.1556050879	302	446
13	90	349.0	350.955555556	34.610181903	286	462
14	90	359.0	354.944444444	34.3939145493	282	427
15	90	358.5	357.977777778	32.2076518782	295	423
16	90	359.5	353.444444444	35.9697746915	284	426
17	90	346.0	349.477777778	31.535598149	297	422
18	90	363.0	363.377777778	30.4016000229	297	413
19	90	356.0	356.644444444	33.741932735	294	441
21	90	357.0	358.811111111	32.9554899977	301	433
22	90	356.5	357.033333333	34.4126753134	281	428
23	90	374.0	372.733333333	31.8495770075	287	441
24	90	330.0	331.422222222	28.2901544624	259	389
25	90	336.5	336.2	22.341391581	294	391
26	90	316.0	325.7	30.2178938894	280	401
27	90	312.0	320.511111111	29.2628867887	283	392
28	90	318.0	326.611111111	35.3700106633	277	424
29	90	321.5	327.733333333	31.389594879	271	400
30	90	447.0	444.255555556	27.8294652446	369	502
31	90	442.0	439.477777778	23.3710303951	386	504
32	90	443.0	439.488888889	27.3187946881	367	499
33	90	433.5	432.966666667	23.0874906004	378	492
34	90	440.0	438.122222222	21.7796172693	380	477
35	90	436.5	434.066666667	26.0438945714	372	503
36	90	413.5	413.533333333	24.0264668878	361	471
37	90	415.5	416.166666667	20.8237311205	376	472
38	90	411.5	410.588888889	21.1995253849	350	473
39	90	421.0	418.122222222	22.9622045872	340	464
40	90	414.0	411.9	24.7152899145	344	481
41	90	410.5	409.622222222	24.1930099077	336	477
42	90	437.5	438.633333333	28.5837755068	349	517
43	90	442.0	441.555555556	26.1087942235	373	530
44	90	454.5	449.844444444	28.559844036	397	531
45	90	454.0	452.544444444	30.6652757334	392	539
46	90	457.0	455.855555556	29.426201896	385	515
47	90	446.5	444.544444444	27.9341133985	380	536
0	90	330.5	329.777777778	33.0913811463	270	446
1	90	331.5	335.622222222	47.8735783723	279	671
2	90	327.5	328.933333333	29.6261146063	278	406
3	90	333.5	334.3	28.6548231348	271	418
4	90	329.0	335.244444444	35.8271501987	278	525
5	90	334.0	329.477777778	29.9978620637	277	388
6	90	414.0	413.733333333	25.1585196526	357	474
7	90	402.0	404.333333333	25.6658008512	353	454
8	90	413.5	413.944444444	28.0334566431	358	480
9	90	401.0	400.566666667	27.1350736543	341	490
10	90	406.0	409.022222222	29.514206665	345	492
11	90	403.0	401.466666667	24.835995383	342	463
12	90	359.0	349.933333333	31.5428456407	284	411
13	90	349.5	349.455555556	35.3399871443	280	408
14	90	346.5	346.5	34.996904625	292	425
15	90	355.5	355.633333333	31.9782738746	289	459
16	90	352.5	350.066666667	33.2879023738	277	418
17	90	346.0	347.255555556	35.7418401289	283	430
18	90	366.5	363.488888889	27.0990956981	305	419
19	90	357.5	355.644444444	34.3386116043	280	422
20	90	346.0	346.155555556	35.1618199223	279	421
22	90	349.0	352.411111111	33.4231770697	278	417
23	90	363.5	363.066666667	29.5337095537	300	427
24	90	325.5	322.433333333	25.9863425668	273	378
25	90	328.0	331.155555556	26.2851504809	271	413
26	90	320.0	322.244444444	28.6632986824	275	391
27	90	318.0	322.666666667	28.9877368708	276	381
28	90	320.0	324.755555556	31.6923794244	276	385
29	90	330.0	325.677777778	30.0624637779	263	394
30	90	431.0	431.133333333	22.0606235431	382	494
31	90	435.5	434.877777778	23.0467292342	366	503
32	90	437.5	437.633333333	21.0525532893	381	484
33	90	430.0	429.444444444	21.1292904183	382	481
34	90	434.0	436.055555556	23.5151776571	391	495
35	90	432.0	431.3	21.1604715343	375	493
36	90	402.0	402.077777778	27.408525753	342	495
37	90	405.0	406.233333333	26.8208252421	348	506
38	90	404.0	402.733333333	24.7124799781	347	463
39	90	407.5	407.633333333	23.781622223	353	492
40	90	405.0	405.5	22.5591814272	349	496
41	90	409.5	412.055555556	24.4187364816	364	536
42	90	433.5	433.966666667	24.5100659594	376	533
43	90	437.0	437.088888889	24.9802786411	363	504
44	90	451.5	450.922222222	29.0452626766	379	517
45	90	447.0	445.988888889	26.5813194407	384	509
46	90	442.5	442.433333333	29.996685002	371	504
47	90	432.0	431.811111111	25.3792979696	372	500
0	90	322.0	328.944444444	34.5614946665	274	417
1	90	327.0	332.933333333	32.8659905272	286	470
2	90	324.5	329.466666667	33.2178666784	253	429
3	90	331.5	335.411111111	37.1560954905	279	515
4	90	336.0	343.8	38.7244395986	274	463
5	90	327.5	330.377777778	36.3756871727	258	494
6	90	416.5	415.111111111	30.3510733636	307	488
7	90	418.0	419.088888889	25.3489620407	368	493
8	90	421.0	420.666666667	24.5886152518	366	469
9	90	414.5	412.855555556	29.8178027028	341	514
10	90	423.5	421.588888889	26.4751012775	370	479
11	90	416.5	414.433333333	28.9915888185	335	478
12	90	363.5	362.077777778	31.4099162607	299	445
13	90	352.5	355.044444444	34.761380586	293	431
14	90	342.5	348.566666667	31.7164696088	282	429
15	90	356.0	357.722222222	32.3130616101	281	456
16	90	358.0	354.077777778	36.0225940758	290	468
17	90	354.5	355.066666667	35.635438042	293	453
18	90	372.0	372.166666667	30.6598724358	311	442
19	90	355.5	361.7	35.4840965943	298	441
20	90	361.0	363.022222222	36.2865073724	292	456
21	90	360.0	366.233333333	33.3849766612	306	459
23	90	369.5	366.177777778	29.9609292905	303	438
24	90	336.5	337.866666667	26.3962118494	283	402
25	90	334.0	339.133333333	29.5011110902	285	414
26	90	322.0	327.844444444	31.1355142388	281	415
27	90	315.5	324.388888889	29.1241383065	285	401
28	90	315.5	328.666666667	33.8247115451	284	431
29	90	337.0	337.955555556	26.0102164163	292	393
30	90	445.0	445.755555556	25.0591793388	378	507
31	90	450.5	450.122222222	24.2142418046	392	500
32	90	447.5	447.5	27.1249167945	373	521
33	90	454.5	453.911111111	26.609791199	396	543
34	90	453.0	449.411111111	22.3014172168	398	503
35	90	441.0	440.144444444	27.7334780089	379	493
36	90	412.5	414.644444444	24.9195644295	353	500
37	90	418.0	417.688888889	24.6408172864	346	479
38	90	416.5	418.0	25.1925915036	359	516
39	90	416.5	416.744444444	26.1374831361	351	481
40	90	422.0	420.4	27.1595287146	355	474
41	90	423.0	420.6	29.9402367689	342	510
42	90	452.5	454.022222222	30.8317937554	380	545
43	90	451.5	447.622222222	27.829871153	376	504
44	90	457.5	461.311111111	31.4111248673	397	539
45	90	444.5	445.933333333	29.6710858132	384	537
46	90	447.5	449.344444444	30.0004300381	394	545
47	90	444.5	443.833333333	27.4967674868	389	509
0	90	334.0	331.055555556	34.2251892653	284	451
1	90	328.0	332.177777778	34.2242856521	279	461
2	90	334.0	334.988888889	28.5129578513	279	399
3	90	324.5	331.188888889	30.1772152623	282	418
4	90	334.0	337.711111111	28.9133742389	272	441
5	90	325.5	330.644444444	37.2070217719	262	451
6	90	415.5	416.566666667	24.3310729544	357	465
7	90	413.5	415.533333333	25.9722929292	358	488
8	90	411.0	413.122222222	25.9417414723	361	505
9	90	413.0	415.233333333	23.5315627285	359	494
10	90	406.5	407.033333333	30.4989799465	328	471
11	90	416.0	414.511111111	26.0982095786	356	506
12	90	354.0	355.588888889	30.9770145769	287	435
13	90	355.5	353.222222222	32.1720298734	296	437
14	90	350.0	348.155555556	34.1655808319	289	418
15	90	346.5	348.944444444	29.9563983561	297	428
16	90	347.0	351.433333333	38.2613962689	288	444
17	90	352.0	349.366666667	30.9678865924	273	413
18	90	372.5	374.1	26.6579360708	304	453
19	90	359.0	354.933333333	33.547578154	286	426
20	90	349.5	352.611111111	34.7593934369	279	430
21	90	352.5	353.066666667	36.2003069355	286	443
22	90	372.5	370.477777778	29.0949509853	295	451
24	90	324.5	326.122222222	27.4030930038	267	407
25	90	344.0	337.266666667	25.7396365337	286	394
26	90	315.0	324.966666667	30.4701857924	283	389
27	90	320.0	325.811111111	29.0772513008	281	397
28	90	318.5	322.077777778	30.1813878548	278	394
29	90	315.5	324.422222222	31.2605458749	272	402
30	90	441.0	438.366666667	27.9568914184	367	507
31	90	439.0	437.033333333	22.5922553102	382	495
32	90	440.0	438.355555556	22.3672931413	386	480
33	90	439.5	438.411111111	24.3752581499	379	488
34	90	433.0	435.788888889	23.0190715347	386	490
35	90	429.5	432.611111111	26.2774489056	383	493
36	90	407.0	409.0	20.059910269	369	472
37	90	405.0	405.566666667	23.6563592578	327	463
38	90	415.0	414.044444444	24.7516154854	354	487
39	90	411.0	411.966666667	22.4045878238	353	472
40	90	411.0	409.811111111	26.5718708598	347	492
41	90	410.5	410.388888889	21.8899745924	359	464
42	90	446.0	450.677777778	29.5359772247	380	519
43	90	435.5	435.211111111	26.5591559623	371	512
44	90	448.0	448.411111111	27.3369487221	374	546
45	90	454.0	452.933333333	29.5637916678	392	521
46	90	448.0	449.455555556	26.0004961966	379	514
47	90	439.0	439.933333333	26.797097687	369	506
