1 0 93.7777777778 12.7981204528
2 0 97.380952381 11.4232130295
3 0 94.9682539683 11.6713844257
4 0 241.555555556 9.45293735785
5 0 243.174603175 8.95941410099
6 0 243.26984127 9.62009528581
7 0 238.714285714 10.4796531074
8 0 234.26984127 16.628724764
9 0 235.73015873 18.592716059
10 0 234.444444444 18.4294258993
11 0 230.952380952 16.8263102477
12 0 277.888888889 5.21935078098
13 0 276.349206349 3.56864088734
14 0 277.698412698 4.49562369434
15 0 275.523809524 4.21583237693

0 1 96.2222222222 12.3782251779
2 1 99.4285714286 13.673882283
3 1 94.9841269841 9.82948603267
4 1 238.476190476 8.44375817715
5 1 242.063492063 5.95451813484
6 1 242.825396825 7.41200159874
7 1 243.714285714 7.41604560573
8 1 239.301587302 16.5851673268
9 1 240.380952381 14.0525415104
10 1 237.952380952 12.3435331972
11 1 235.888888889 18.2792371685
12 1 277.253968254 4.82377792392
13 1 276.015873016 3.99003545949
14 1 276.492063492 3.62475183988
15 1 276.682539683 4.18927351669

0 2 98.1587301587 11.0757942124
1 2 89.6031746032 11.8127449098
3 2 94.380952381 9.31704117388
4 2 240.142857143 9.05863990432
5 2 240.492063492 9.54333976327
6 2 239.412698413 7.59831836165
7 2 240.380952381 10.4993251052
8 2 241.317460317 13.7284612218
9 2 237.984126984 15.8699997134
10 2 238.698412698 15.9140897147
11 2 241.476190476 15.5480383521
12 2 276.365079365 4.26242939634
13 2 277.777777778 4.25177626539
14 2 278.857142857 4.86600498717
15 2 277.746031746 5.60319708615

0 3 95.253968254 13.1908677573
1 3 89.0634920635 11.7620225772
2 3 93.8888888889 8.52281925021
4 3 236.952380952 11.7573733318
5 3 240.634920635 12.2659699431
6 3 242.682539683 9.44965842471
7 3 238.126984127 12.8588084361
8 3 241.365079365 14.4938975525
9 3 242.682539683 15.2303220915
10 3 237.476190476 14.8739221489
11 3 238.746031746 17.5950644721
12 3 275.523809524 4.41446807041
13 3 277.349206349 4.05188073188
14 3 278.952380952 4.56149714851
15 3 276.19047619 4.11291864413

0 4 231.555555556 11.030661132
1 4 226.746031746 7.80306869625
2 4 237.079365079 8.30815546412
3 4 234.873015873 8.40349901329
5 4 100.0 19.802196447
6 4 100.365079365 13.2321177171
7 4 98.8253968254 14.8618395778
8 4 276.793650794 6.33498407099
9 4 273.619047619 4.73228885669
10 4 273.761904762 5.37104017508
11 4 273.396825397 5.41467635973
12 4 232.571428571 12.9022137706
13 4 232.015873016 15.836959047
14 4 237.095238095 14.0618975054
15 4 234.555555556 13.4928291099

0 5 232.206349206 13.1694195195
1 5 227.317460317 9.31430951837
2 5 231.079365079 10.1985084302
3 5 230.587301587 10.5869565161
4 5 94.9047619048 13.7225504198
6 5 93.5714285714 10.0911941586
7 5 91.3650793651 9.91759953564
8 5 273.873015873 4.5686720084
9 5 271.80952381 4.01922816114
10 5 275.174603175 6.14775654664
11 5 273.793650794 5.08704776129
12 5 231.285714286 15.3265291025
13 5 234.555555556 16.1282339223
14 5 237.238095238 10.6274790359
15 5 232.015873016 15.9915573594

0 6 232.492063492 10.6813485503
1 6 226.650793651 8.9534222067
2 6 233.492063492 11.8279639272
3 6 232.031746032 10.2909549651
4 6 93.873015873 16.9813081773
5 6 94.1904761905 11.2755630456
7 6 92.0476190476 9.92580182908
8 6 273.365079365 4.75862320792
9 6 273.126984127 5.04422367583
10 6 274.063492063 5.78962678259
11 6 274.063492063 5.56882768397
12 6 232.523809524 13.6030542122
13 6 236.73015873 12.4508001263
14 6 235.301587302 10.3073943571
15 6 235.666666667 13.7240375382

0 7 233.365079365 13.1273392017
1 7 224.682539683 8.58722823664
2 7 233.444444444 10.1368067007
3 7 234.095238095 10.2441842358
4 7 94.7142857143 10.9970105194
5 7 95.3333333333 12.006611935
6 7 95.9841269841 9.78254367462
8 7 273.253968254 4.83692232585
9 7 270.920634921 2.89115557334
10 7 272.619047619 4.55453226713
11 7 273.746031746 4.39685404839
12 7 232.952380952 13.7048578705
13 7 235.333333333 12.7950883434
14 7 232.873015873 14.8115056773
15 7 236.619047619 10.4097460003

0 8 232.063492063 12.8221943196
1 8 222.047619048 14.5421429955
2 8 232.206349206 11.3615317687
3 8 232.047619048 12.0362264975
4 8 272.365079365 3.90075933715
5 8 276.523809524 4.59764309135
6 8 274.904761905 4.17366758784
7 8 273.317460317 3.02804561007
9 8 95.4444444444 13.3616102273
10 8 94.5079365079 11.0537977613
11 8 99.253968254 16.1146371933
12 8 234.126984127 16.8122140629
13 8 234.634920635 16.7183024764
14 8 234.857142857 16.947029653
15 8 234.063492063 14.7000410494

0 9 227.095238095 16.1841724423
1 9 225.206349206 14.0149112543
2 9 233.0 10.4729432197
3 9 233.53968254 11.7700526584
4 9 274.031746032 4.98240795348
5 9 275.952380952 4.11897880482
6 9 275.571428571 4.5310718649
7 9 273.031746032 2.94913629524
8 9 99.2857142857 14.981924105
10 9 94.2063492063 14.9264426387
11 9 93.6507936508 11.3936193925
12 9 232.206349206 17.7818872801
13 9 233.174603175 15.2446083964
14 9 230.380952381 17.3309783853
15 9 231.380952381 17.5665885707

0 10 230.158730159 14.5854965462
1 10 224.873015873 10.3563370118
2 10 231.714285714 14.4863686024
3 10 232.492063492 12.7589035403
4 10 271.698412698 3.49437153164
5 10 275.555555556 3.40763744335
6 10 275.365079365 2.92391120586
7 10 273.444444444 4.38532103322
8 10 96.0476190476 14.4819850558
9 10 90.9365079365 9.881637638
11 10 94.7619047619 12.2367054983
12 10 233.904761905 16.9178353204
13 10 236.555555556 16.5920020681
14 10 234.111111111 17.4929565065
15 10 236.73015873 14.7951153986

0 11 225.73015873 16.2150296234
1 11 223.301587302 12.5352011281
2 11 233.158730159 12.7294264129
3 11 232.825396825 13.0512295626
4 11 272.634920635 3.97333008669
5 11 275.761904762 3.67623982202
6 11 275.80952381 3.6115209954
7 11 273.571428571 4.36695486404
8 11 95.4603174603 13.412651451
9 11 93.5714285714 10.4725101761
10 11 94.8095238095 12.374906949
12 11 232.349206349 16.2413920841
13 11 235.285714286 14.6422183368
14 11 233.26984127 16.1875970051
15 11 236.206349206 14.240740495

0 12 275.746031746 4.85657222501
1 12 267.444444444 5.17557688765
2 12 276.603174603 4.09622235004
3 12 277.158730159 4.89640732953
4 12 236.396825397 9.75011547761
5 12 236.142857143 12.257627548
6 12 234.73015873 11.1969473578
7 12 233.444444444 10.7182943706
8 12 238.095238095 16.9478324556
9 12 237.317460317 15.8292730602
10 12 237.507936508 14.1924113591
11 12 237.365079365 16.7334866122
13 12 97.9047619048 14.776337031
14 12 95.1746031746 11.7737125573
15 12 93.6666666667 12.1485514193

0 13 275.476190476 4.47517719027
1 13 268.444444444 5.86292569518
2 13 274.571428571 3.72769253158
3 13 276.571428571 4.30840553763
4 13 235.857142857 12.02887682
5 13 230.714285714 11.6964634072
6 13 235.46031746 11.3176718073
7 13 236.936507937 9.23394877762
8 13 234.142857143 18.3258488124
9 13 236.444444444 15.2656661949
10 13 234.984126984 15.4616700298
11 13 239.126984127 14.292291255
12 13 95.3333333333 12.2616967158
14 13 95.7619047619 11.327329342
15 13 96.4920634921 12.8790133407

0 14 275.0 3.81725406168
1 14 267.174603175 4.50938943722
2 14 277.968253968 6.38939660804
3 14 274.952380952 3.48888744457
4 14 232.634920635 10.0716505911
5 14 234.349206349 9.39631594501
6 14 229.396825397 11.3452873687
7 14 234.80952381 9.11453947997
8 14 240.619047619 13.5990529215
9 14 234.428571429 16.0344017917
10 14 234.73015873 15.0746358499
11 14 237.634920635 13.6850069591
12 14 94.8571428571 11.9773027979
13 14 96.0793650794 10.8016776876
15 14 91.4285714286 10.7610619139

0 15 274.206349206 3.3860532354
1 15 266.174603175 2.49150736895
2 15 273.952380952 3.22897876346
3 15 274.349206349 2.96625856026
4 15 234.063492063 10.4545471475
5 15 236.888888889 6.90321091867
6 15 236.206349206 10.1123195809
7 15 234.253968254 10.53033148
8 15 234.222222222 17.7607060889
9 15 237.349206349 13.8302162066
10 15 234.523809524 16.0760663502
11 15 235.111111111 16.6229055118
12 15 95.8253968254 14.8949119709
13 15 97.2698412698 13.2188013639
14 15 92.4603174603 11.2769260092
