# core	nvalues	median	mean	stddev	min	max
41	90	292.0	295.533333333	16.7227057885	269	353
42	90	291.5	293.3	12.8361035971	274	341
43	90	292.0	272.622222222	79.8549487478	4	418
44	90	298.5	315.211111111	63.6576772789	250	659
45	90	277.0	303.177777778	60.534577406	245	573
46	90	283.0	289.966666667	97.9756715834	4	561
47	90	305.0	318.4	55.0522580019	250	521
0	90	257.0	261.177777778	24.2301821783	232	373
1	90	251.5	258.233333333	16.7046567027	237	302
2	90	256.0	263.822222222	23.0094559199	238	342
3	90	257.0	258.9	33.0084332659	7	336
5	90	257.0	264.622222222	21.0447025679	232	320
6	90	287.0	288.077777778	9.57453541406	274	309
7	90	286.0	287.911111111	9.54247166263	269	321
8	90	288.5	290.922222222	12.8937778084	274	336
9	90	288.0	290.788888889	11.5580606259	275	333
10	90	287.0	289.344444444	10.6324044642	269	326
11	90	285.5	282.211111111	43.8838098327	4	336
12	90	261.5	264.788888889	23.3830396486	232	372
13	90	257.0	262.611111111	20.9675381083	232	347
14	90	262.0	264.522222222	22.0717153226	232	346
15	90	264.0	264.011111111	17.7766978839	238	311
16	90	257.0	262.111111111	19.1783700179	238	335
17	90	258.0	262.466666667	19.0823944456	233	329
18	90	290.5	294.433333333	18.0314848098	274	364
19	90	292.0	293.933333333	15.0072575035	268	357
20	90	291.5	293.822222222	15.2589338333	275	350
21	90	290.0	292.588888889	15.0206483396	274	356
22	90	290.5	293.466666667	13.7616213515	275	347
23	90	291.0	293.166666667	14.1940911024	275	355
24	90	304.5	305.111111111	48.5160785363	5	398
25	90	304.5	310.144444444	17.8876500606	286	370
26	90	306.0	309.888888889	17.2931871264	286	353
27	90	305.0	310.888888889	18.9299553585	286	365
28	90	306.0	311.166666667	17.6025566325	286	354
29	90	304.5	310.1	15.66244624	292	354
30	90	263.5	276.755555556	46.04787632	244	616
31	90	268.5	271.488888889	20.7676267539	239	371
32	90	266.5	274.855555556	27.3924406081	244	370
33	90	266.5	270.411111111	24.6855308247	243	383
34	90	269.0	272.933333333	24.313142308	242	363
35	90	272.5	278.355555556	28.7360830514	239	394
36	90	257.5	260.866666667	16.0285855756	238	321
37	90	263.0	263.111111111	19.0673918536	232	345
38	90	287.0	291.455555556	36.9059348167	6	373
39	90	286.5	290.0	14.6606048079	274	353
40	90	286.0	289.966666667	12.8464867657	274	334
41	90	287.0	292.122222222	16.8310742892	268	350
42	90	286.0	289.311111111	12.578327432	275	346
43	90	287.0	293.555555556	23.3281475719	268	418
44	90	263.5	269.866666667	23.7515847424	239	383
45	90	263.0	268.9	24.6567772969	238	385
46	90	263.0	270.288888889	29.0758565153	234	454
47	90	258.0	266.733333333	22.9892728608	238	357
0	90	256.5	265.044444444	27.8830538385	231	391
1	90	261.0	261.722222222	16.2316753279	231	321
2	90	256.0	262.788888889	24.4701607153	237	363
3	90	255.0	259.333333333	19.263090787	237	349
4	90	259.5	261.566666667	19.4422506699	233	336
6	90	287.0	289.888888889	13.1110169488	273	340
7	90	291.0	290.5	10.1436898831	274	316
8	90	287.5	290.633333333	13.7771550038	273	334
9	90	285.0	288.055555556	11.7816817429	273	322
10	90	286.0	288.333333333	9.66206787161	273	322
11	90	287.0	290.233333333	12.8470057039	273	337
12	90	259.5	262.366666667	21.8130694768	237	378
13	90	258.0	262.888888889	22.2772651645	232	364
14	90	256.0	257.777777778	32.8622639978	3	327
15	90	262.0	266.033333333	19.8558415698	233	332
16	90	257.0	258.511111111	15.8886713272	237	341
17	90	256.0	259.322222222	17.8287082961	231	339
18	90	291.0	293.688888889	17.2018373983	274	382
19	90	291.0	293.2	14.302447343	273	361
20	90	289.0	291.655555556	15.3218515788	273	351
21	90	290.5	293.211111111	14.096094372	273	354
22	90	291.0	297.733333333	28.1127887071	273	476
23	90	292.0	293.211111111	13.351233355	273	345
24	90	304.5	310.155555556	16.355706521	285	344
25	90	304.5	311.822222222	18.4346158552	286	352
26	90	304.0	310.288888889	16.9504142489	291	361
27	90	308.0	311.655555556	18.2416867587	291	364
28	90	304.0	310.877777778	16.7217940145	287	352
29	90	303.5	308.988888889	17.7435399477	291	350
30	90	261.5	259.5	63.3300437742	3	447
31	90	265.5	268.911111111	21.3607347171	243	362
32	90	266.5	268.688888889	23.0442301501	237	392
33	90	262.0	266.611111111	21.0648176638	241	370
34	90	266.0	274.544444444	33.3986563639	243	431
35	90	268.0	271.388888889	44.7597771925	4	449
36	90	256.0	260.855555556	18.089629387	237	316
37	90	260.5	263.388888889	20.6901449672	237	329
38	90	286.0	288.233333333	12.9074052819	273	348
39	90	288.5	290.222222222	15.8168530216	271	360
40	90	287.0	293.322222222	19.2981448606	273	358
41	90	291.0	290.833333333	36.994969628	4	387
42	90	286.0	289.422222222	13.3466415066	267	341
43	90	286.5	290.122222222	14.6369606573	273	356
44	90	267.0	267.377777778	20.8126979285	237	364
45	90	265.0	268.5	20.0860648212	237	383
46	90	261.0	265.666666667	24.2023873937	243	431
47	90	263.5	271.555555556	27.6446141474	243	381
0	2	21.0	21.0	9.0	12	30
2	2	32.5	32.5	7.5	25	40
3	2	10.5	10.5	0.5	10	11
4	2	15.0	15.0	12.0	3	27
5	5	3	15.4	21.2094318641	0	56
12	3	7	8.66666666667	4.64279609239	4	15
13	3	10	11.3333333333	7.4087035903	3	21
14	6	24.5	30.0	30.0665927567	1	90
16	2	8.0	8.0	6.0	2	14
17	2	8.5	8.5	6.5	2	15
24	16	17.5	18.875	13.9860421492	0	59
25	19	20	22.8947368421	16.4024861301	3	77
26	19	21	22.2105263158	7.06793312577	14	40
27	21	24	26.5714285714	17.9723900114	0	90
28	20	18.5	21.05	8.05900117881	12	47
29	21	27	24.1904761905	9.021767579	2	34
30	4	35.0	37.0	34.1174442185	3	75
31	3	26	25.3333333333	18.7853370715	2	48
32	3	11	19.6666666667	18.9795211273	2	46
33	3	18	17.6666666667	8.57645355351	7	28
34	2	11.5	11.5	6.5	5	18
35	3	31	31.0	2.44948974278	28	34
36	3	10	12.6666666667	6.01849002842	7	21
37	6	12.5	14.8333333333	11.5241292754	0	38
38	1	81	81.0	0.0	81	81
43	1	48	48.0	0.0	48	48
44	1	33	33.0	0.0	33	33
45	2	12.0	12.0	9.0	3	21
46	4	48.5	52.75	40.5855577761	3	111
47	4	14.0	19.75	13.0264154701	9	42
0	90	286.0	292.111111111	17.6203445826	274	363
1	90	291.0	291.011111111	12.6081934951	273	328
2	90	288.5	290.833333333	14.4085237119	273	353
3	90	286.0	289.066666667	13.0952069264	267	345
4	90	285.0	287.088888889	11.640584602	261	340
5	90	286.0	287.555555556	10.5368254877	268	316
6	90	238.0	239.366666667	5.05404128726	225	255
8	90	238.0	240.511111111	6.41568294528	225	262
9	90	238.0	239.322222222	6.1623007568	225	262
10	90	238.0	241.055555556	7.60754174212	225	268
11	90	238.0	241.766666667	6.99690407728	231	265
12	90	289.0	291.744444444	12.889755718	274	328
13	90	285.5	290.277777778	13.0008784129	268	334
14	90	288.5	289.322222222	13.4559592563	273	382
15	90	287.0	290.3	13.3445369596	262	357
16	90	286.0	287.844444444	8.97268832639	273	310
17	90	285.0	288.133333333	10.0578327685	273	317
18	90	251.0	256.477777778	9.56873122645	243	279
19	90	251.0	258.955555556	17.0417207733	243	350
20	90	251.0	256.211111111	9.96939142737	237	280
21	90	251.0	255.844444444	9.95982051502	237	279
22	90	250.0	255.266666667	9.99755525672	237	278
23	90	251.0	256.511111111	10.1360132908	242	286
24	90	322.0	333.311111111	24.1815560773	309	411
25	90	328.0	337.255555556	22.3783432567	310	394
26	90	328.0	340.1	25.0120193329	309	392
27	90	328.0	336.444444444	22.4836291609	309	395
28	90	324.5	335.122222222	23.362756581	303	389
29	90	328.0	336.988888889	23.6528102368	297	393
30	90	288.5	289.022222222	9.6043714327	267	328
31	90	287.0	287.411111111	10.4423224795	267	339
32	90	287.5	291.211111111	16.7567528308	273	357
33	90	285.0	289.8	16.1824321754	273	371
34	90	286.0	290.411111111	14.8749561676	274	351
35	90	285.0	288.111111111	12.6169589966	273	361
36	90	286.5	287.655555556	11.1516427401	273	331
37	90	284.5	286.222222222	10.8819705913	267	340
38	90	244.0	247.077777778	9.78687077192	226	276
39	90	244.0	251.233333333	18.4421317158	226	350
40	90	244.0	248.788888889	9.63961092397	231	269
41	90	244.0	248.233333333	10.2545924671	237	278
42	90	243.0	242.333333333	6.64997911442	231	263
43	90	239.0	242.988888889	10.4077902922	225	287
44	90	287.5	290.166666667	13.6506003124	268	356
45	90	286.0	292.411111111	16.4390419053	274	339
46	90	289.5	293.3	17.8894444358	267	369
47	90	286.0	288.455555556	12.0518888433	262	350
0	90	291.0	294.188888889	15.2766302599	274	369
1	90	291.0	292.855555556	13.7004145202	273	340
2	90	292.0	294.177777778	14.5797254796	273	357
3	90	294.5	295.133333333	14.4084851544	271	347
4	90	349.0	351.377777778	11.7960236029	330	422
5	90	292.5	297.4	32.9412945843	272	580
6	90	238.0	242.311111111	8.16720330814	231	267
7	90	240.0	243.155555556	11.1663294587	229	297
9	90	239.0	234.344444444	43.1741077528	3	301
10	90	240.0	241.455555556	6.0812299763	228	260
11	90	242.0	243.344444444	8.60124165599	225	273
12	90	292.0	294.977777778	13.7493254604	272	328
13	90	292.0	293.555555556	13.8219721306	272	357
14	90	292.0	296.177777778	40.1695234884	4	445
15	90	291.0	295.577777778	18.9332029208	273	363
16	90	292.0	295.366666667	13.8912042515	277	332
17	90	292.0	295.088888889	13.9989241209	273	346
18	90	259.0	261.855555556	11.2086882086	248	290
19	90	257.0	261.911111111	13.7813436246	242	342
20	90	256.0	260.911111111	12.3842592246	243	294
21	90	256.0	260.366666667	11.2530983388	242	289
22	90	255.0	260.455555556	12.9040571666	243	293
23	90	256.5	261.6	11.7291659266	244	293
24	90	330.0	338.7	22.7006852564	314	399
25	90	331.5	339.944444444	23.1911674332	314	405
26	90	328.0	339.044444444	23.2378575753	314	395
27	90	328.0	325.177777778	64.033945473	3	410
28	90	327.0	338.455555556	24.9876240972	315	408
29	90	330.5	339.666666667	22.1735578261	309	392
30	90	290.0	293.288888889	16.1913862178	272	342
31	90	291.5	295.166666667	15.8171847474	268	346
32	90	291.5	293.755555556	13.8100696845	277	343
33	90	291.0	295.622222222	21.8049830073	273	407
34	90	289.5	292.511111111	15.3487201381	266	352
35	90	291.0	292.422222222	36.0702948815	4	360
36	90	291.0	292.9	15.0429385427	273	357
37	90	292.0	295.3	17.651849132	273	377
38	90	245.0	250.133333333	11.3980505156	233	282
39	90	248.0	252.6	20.1520883947	237	420
40	90	246.0	252.788888889	18.2309227197	236	367
41	90	246.5	249.911111111	10.4463118898	236	276
42	90	243.0	245.888888889	11.4294400023	225	300
43	90	242.0	244.077777778	45.2885140645	4	400
44	90	289.0	292.688888889	14.974529816	269	350
45	90	292.0	293.977777778	12.033266646	271	337
46	90	293.0	300.555555556	29.3371630497	272	446
47	90	292.0	295.477777778	17.0451868591	272	352
0	90	298.0	308.077777778	29.2951371686	274	483
1	90	297.0	302.744444444	20.76458583	273	393
2	90	352.0	353.711111111	51.2512860423	22	466
3	90	327.5	331.111111111	35.9806875496	274	430
4	90	302.5	308.5	28.7140112914	274	412
5	90	303.5	308.177777778	24.9771352231	277	405
6	90	304.0	290.111111111	26.9750685076	227	324
7	90	305.0	303.911111111	13.9567940003	241	336
8	90	305.0	300.655555556	33.6680399427	13	329
10	90	304.0	303.4	11.5208024412	240	328
11	90	304.0	289.466666667	39.0222728423	5	346
12	90	361.5	369.066666667	33.4091803751	295	497
13	90	359.0	370.488888889	32.8918241933	295	484
14	90	358.0	368.044444444	53.0781208558	12	564
15	90	352.0	349.711111111	29.1285443983	285	419
16	90	363.0	370.288888889	32.3337609746	283	481
17	90	364.0	366.777777778	26.4380944757	294	444
18	90	317.0	320.333333333	16.6813268857	259	365
19	90	317.0	320.066666667	17.7318295102	252	352
20	90	317.0	319.877777778	15.4903753471	258	349
21	90	319.0	320.966666667	15.9704240534	252	349
22	90	317.5	321.544444444	17.1685507776	252	377
23	90	318.0	321.011111111	17.789194251	247	354
24	90	391.0	391.644444444	63.1573539505	12	471
25	90	394.0	400.322222222	25.2330593458	324	462
26	90	394.0	401.766666667	26.356972512	337	472
27	90	389.0	397.611111111	50.6534400377	11	504
28	90	395.0	398.322222222	23.0582970258	324	457
29	90	389.0	385.966666667	14.8064925699	328	420
30	90	359.0	355.011111111	82.3292164213	12	530
31	90	362.5	373.166666667	34.5611374556	295	514
32	90	360.0	367.677777778	51.5768741842	13	510
33	90	359.0	369.633333333	33.2370108296	295	484
34	90	364.0	370.344444444	31.3064285593	299	509
35	90	352.0	353.411111111	33.1749217346	284	449
36	90	360.0	368.544444444	30.4124101537	290	500
37	90	359.5	369.3	34.3114655278	300	521
38	90	311.0	312.322222222	15.468123335	246	341
39	90	311.0	313.377777778	18.7163492272	247	410
40	90	310.0	310.366666667	16.8565516442	241	355
41	90	311.0	312.077777778	13.5656656287	252	337
42	90	305.0	307.855555556	14.2404440561	246	342
43	90	305.0	302.333333333	47.7467858139	6	420
44	90	364.0	366.311111111	25.2571857518	289	453
45	90	364.5	368.688888889	25.9215244941	289	460
46	90	358.0	369.722222222	33.450802275	289	479
47	90	352.0	357.7	35.6125602063	283	484
0	90	287.0	291.1	15.978492489	268	349
1	90	285.0	288.833333333	12.0979796293	273	346
2	90	285.0	287.1	11.3715532018	262	312
3	90	290.5	290.344444444	13.9181425254	268	353
4	90	285.0	287.777777778	12.4755563472	273	332
5	90	285.5	288.755555556	12.0649272329	273	340
6	90	238.0	239.322222222	4.02720685609	231	253
7	90	238.0	239.2	5.60198377561	225	263
8	90	238.0	239.866666667	5.81988926966	226	262
9	90	238.0	239.8	5.90705792534	224	267
11	90	238.0	239.333333333	5.92358750158	225	270
12	90	290.0	289.533333333	10.816859269	272	333
13	90	287.5	290.733333333	12.2518025885	273	334
14	90	290.0	293.044444444	15.4408628941	274	360
15	90	286.5	289.466666667	12.5425498028	273	355
16	90	289.0	291.533333333	14.479257194	273	360
17	90	286.0	289.088888889	12.9337151528	273	338
18	90	250.5	257.088888889	10.7493094811	243	295
19	90	252.5	259.422222222	18.5723676333	243	372
20	90	251.0	255.855555556	9.68453648419	238	284
21	90	251.5	258.933333333	17.7462359076	237	350
22	90	255.0	259.888888889	21.9699008466	244	415
23	90	256.0	257.6	9.38059462697	243	279
24	90	328.0	336.611111111	22.2659153788	315	387
25	90	322.0	334.466666667	22.9677067979	315	390
26	90	327.0	338.177777778	25.9197812824	309	395
27	90	326.5	336.244444444	24.6857183683	311	393
28	90	327.5	335.611111111	23.0948259932	309	385
29	90	322.0	335.4	23.552683263	310	388
30	90	290.0	291.822222222	14.4434358622	273	357
31	90	289.0	289.377777778	10.8285402502	272	325
32	90	286.0	288.011111111	11.9494253181	268	336
33	90	285.0	287.888888889	11.5839394992	268	324
34	90	286.0	288.666666667	10.659372506	268	334
35	90	285.0	291.188888889	17.326212925	273	355
36	90	284.5	288.055555556	13.4382217004	271	342
37	90	287.0	288.688888889	13.5192409751	273	345
38	90	245.0	250.111111111	15.975985064	237	338
39	90	244.0	247.511111111	9.34076423764	236	273
40	90	244.0	246.577777778	8.59971288639	231	269
41	90	244.0	250.377777778	17.0942341012	237	332
42	90	238.0	240.488888889	6.21868947331	225	258
43	90	239.0	241.422222222	5.69010403689	231	259
44	90	287.0	290.266666667	13.9130634058	273	347
45	90	287.0	291.477777778	19.6464459765	267	404
46	90	287.0	289.4	12.7965273067	268	342
47	90	286.0	291.0	21.078161421	273	409
0	90	291.5	295.033333333	62.7990534253	3	465
1	90	297.0	301.844444444	22.0952036581	274	388
2	90	292.0	297.0	19.5493677079	262	364
3	90	293.5	298.433333333	25.6025389366	260	445
4	90	292.0	297.144444444	16.5432504606	273	350
5	90	291.5	296.177777778	18.2254875123	273	387
6	90	243.0	242.044444444	6.29269613849	229	266
7	90	240.0	242.588888889	10.2706642049	231	291
8	90	241.5	237.322222222	35.8406435265	3	317
9	90	242.5	241.822222222	7.26265604579	225	270
10	90	243.0	243.688888889	9.20705580211	231	304
12	90	299.0	302.977777778	21.325507824	273	391
13	90	297.0	303.255555556	22.5923099557	274	371
14	90	301.5	306.377777778	51.1130724261	4	552
15	90	297.0	302.5	21.9237314342	274	381
16	90	292.0	302.6	27.8391411106	273	420
17	90	295.5	302.044444444	23.5862064733	274	370
18	90	256.0	258.733333333	9.9552331297	244	290
19	90	256.0	260.622222222	15.921737606	233	327
20	90	256.0	258.5	9.9121138008	243	281
21	90	253.0	257.111111111	10.5128962543	237	283
22	90	256.0	258.5	10.8548504263	237	281
23	90	256.0	257.7	10.8396904425	225	286
24	90	329.5	341.177777778	27.6114218628	315	462
25	90	328.0	338.522222222	23.8766402707	313	414
26	90	328.0	339.566666667	25.8168979977	309	408
27	90	328.5	335.711111111	43.4000113785	3	420
28	90	331.5	339.933333333	23.1813143142	310	394
29	90	328.0	338.577777778	22.9327411638	309	393
30	90	294.0	302.888888889	24.1957041387	279	396
31	90	292.0	297.377777778	17.5439624169	274	358
32	90	291.0	296.622222222	19.4790929391	261	385
33	90	296.5	299.7	22.4907141332	273	418
34	90	292.0	298.711111111	23.5995501108	274	439
35	90	293.0	297.477777778	38.2617382941	7	407
36	90	291.0	298.433333333	23.1425774038	273	394
37	90	292.0	299.555555556	20.184763842	274	382
38	90	250.5	266.844444444	81.063474596	233	941
39	90	245.0	248.488888889	8.90099176053	225	277
40	90	249.0	250.6	9.60994854883	231	274
41	90	249.5	250.155555556	10.2587752259	231	280
42	90	243.0	244.033333333	8.31257414336	225	276
43	90	243.5	245.711111111	10.087665124	227	277
44	90	297.0	302.688888889	20.1845069543	274	375
45	90	295.0	302.644444444	25.2821021942	274	422
46	90	292.0	292.2	46.5969002307	5	364
47	90	297.0	301.477777778	22.4416417392	273	388
0	90	290.0	298.744444444	23.6716244155	270	417
1	90	291.0	295.044444444	19.3482190459	270	384
2	90	292.5	297.9	21.631278793	265	415
3	90	289.5	294.7	19.002602161	252	360
4	90	290.0	295.988888889	18.3687503019	271	348
5	90	294.0	296.833333333	18.6054054272	253	367
6	90	247.0	249.933333333	10.7453349051	240	298
7	90	247.0	248.4	7.86101491892	218	270
8	90	247.0	247.633333333	9.00672588187	216	276
9	90	247.0	249.3	8.4095844791	222	270
10	90	249.5	251.855555556	14.4910402288	222	350
11	90	248.5	250.555555556	10.5125439474	218	294
13	90	288.0	291.977777778	17.5099830432	271	387
14	90	288.0	293.011111111	16.8486692151	271	348
15	90	288.0	292.555555556	23.2966908051	260	438
16	90	289.0	292.444444444	17.930180089	265	370
17	90	288.0	292.111111111	14.4564053043	271	349
18	90	229.0	231.188888889	6.97438877361	216	257
19	90	230.0	233.777777778	12.6066805727	222	293
20	90	229.0	231.2	8.75747299929	204	262
21	90	228.0	229.1	6.76272463172	205	253
