# core	nvalues	median	mean	stddev	min	max
18	90	419.0	411.755555556	23.6724458254	343	456
19	90	416.0	412.422222222	22.8555744612	341	462
20	90	408.5	408.466666667	23.0382290986	355	454
21	90	417.5	410.9	28.0460137789	337	460
22	90	418.5	415.588888889	20.2719809066	361	460
23	90	413.0	410.888888889	26.0458759561	357	483
24	90	346.5	348.444444444	25.3460981486	302	397
25	90	357.0	356.011111111	23.7825773972	310	411
26	90	363.5	351.344444444	31.2061821194	286	410
27	90	364.0	354.155555556	27.0575153294	288	404
28	90	366.0	357.466666667	28.0817061843	285	418
29	90	353.5	353.7	23.7488947111	310	411
30	90	580.5	577.533333333	24.9965330929	478	619
31	90	574.5	571.377777778	25.3778458843	504	611
32	90	587.5	578.488888889	30.0895864026	518	634
33	90	587.5	580.455555556	30.089924896	512	660
34	90	583.5	576.977777778	26.7768464568	508	641
35	90	581.5	578.7	36.0673598208	317	641
36	90	452.5	451.877777778	23.3399170606	389	527
37	90	442.5	438.755555556	22.7299660806	382	491
38	90	487.0	483.877777778	24.9269277769	411	535
39	90	486.0	481.144444444	27.2129712172	427	538
40	90	486.0	485.411111111	24.5220510491	434	537
41	90	488.0	486.122222222	21.569952237	423	536
42	90	417.0	413.588888889	21.5220271889	338	454
43	90	419.0	412.588888889	21.9817573074	351	461
44	90	587.0	585.811111111	26.8679463899	532	644
45	90	577.5	578.688888889	23.7171501213	522	641
46	90	581.5	575.622222222	27.3425097514	510	621
47	90	583.0	577.333333333	29.4720206297	512	639
0	90	308.0	307.677777778	26.0549964403	109	342
1	90	302.5	306.1	16.7146309827	282	356
3	90	303.0	306.844444444	15.9408009774	259	354
4	90	313.0	312.422222222	25.7910310758	225	377
5	90	309.0	309.611111111	25.3612541069	224	363
6	90	295.5	298.044444444	11.7822004275	266	346
7	90	293.0	296.366666667	11.909333408	272	337
8	90	288.0	290.388888889	11.1939412625	257	338
9	90	299.0	300.722222222	12.1197981078	269	345
10	90	294.0	296.477777778	11.9296342291	259	340
11	90	298.0	300.877777778	11.4773475234	279	341
12	90	447.0	445.744444444	20.3658543816	388	497
13	90	451.0	447.466666667	22.9401152763	386	499
14	90	452.0	447.933333333	24.3619922557	391	500
15	90	443.0	439.888888889	23.151407178	379	491
16	90	454.0	447.922222222	26.5075367806	380	509
17	90	447.5	443.733333333	22.3093403458	382	483
18	90	415.0	410.2	26.0534493344	336	470
19	90	417.0	409.811111111	25.1868106774	344	465
20	90	406.0	407.4	26.1957587746	359	479
21	90	416.5	411.255555556	22.5765665686	348	445
22	90	417.0	415.322222222	24.8044923251	334	490
23	90	409.5	406.455555556	25.7393607411	349	453
24	90	356.0	355.633333333	25.5601469305	299	417
25	90	356.5	353.244444444	22.9178780825	311	396
26	90	364.0	356.422222222	26.97199279	284	404
27	90	364.0	357.633333333	26.570848688	292	404
28	90	363.0	352.222222222	28.1952627139	289	400
29	90	357.5	354.2	26.1288261419	301	411
30	90	581.5	580.777777778	28.2684660503	500	655
31	90	585.0	580.544444444	26.7062876954	515	645
32	90	583.0	578.855555556	27.1254538564	503	626
33	90	589.5	584.866666667	26.3848441345	493	663
34	90	582.5	578.333333333	31.8897406003	481	656
35	90	589.5	589.144444444	25.6482882735	539	650
36	90	451.0	448.255555556	22.8621769699	385	510
37	90	452.0	450.0	26.2161951642	318	501
38	90	480.0	478.833333333	20.3934902468	418	528
39	90	480.0	479.111111111	24.9525970345	426	523
40	90	486.5	481.511111111	25.1949044427	431	527
41	90	481.0	477.277777778	22.6372494294	411	516
42	90	413.0	413.155555556	17.9226183052	357	445
43	90	413.5	412.411111111	19.4055515793	360	472
44	90	581.5	581.388888889	26.0719919728	524	643
45	90	579.0	579.844444444	26.7776486857	528	644
46	90	582.0	582.044444444	23.0332663343	512	628
47	90	584.0	580.111111111	25.3742846399	504	652
0	90	313.5	313.611111111	29.566006924	130	373
1	90	294.0	295.933333333	21.0891230522	259	366
2	90	314.5	312.811111111	28.0051163756	154	378
4	90	302.0	303.922222222	19.1776651213	256	364
5	90	315.0	316.055555556	22.5607136959	275	395
6	90	291.0	293.688888889	12.7328485461	275	345
7	90	295.0	296.722222222	10.6092494004	277	337
8	90	296.0	298.233333333	10.6124141143	280	329
9	90	300.0	300.966666667	13.5592936558	259	345
10	90	292.0	294.766666667	12.8236326973	275	350
11	90	292.0	295.044444444	12.5378636414	273	337
12	90	450.5	447.922222222	24.2836148589	375	498
13	90	440.5	440.388888889	21.2825930148	393	486
14	90	456.0	453.055555556	25.1127949288	365	513
15	90	452.0	451.344444444	19.763693487	391	494
16	90	447.0	444.788888889	26.0330962193	392	506
17	90	438.0	434.4	25.9639921601	374	485
18	90	417.0	409.888888889	25.1057516405	343	446
19	90	418.0	413.833333333	20.9434423574	353	452
20	90	417.5	413.455555556	22.4089075102	336	450
21	90	405.5	403.833333333	23.3182093843	333	447
22	90	417.0	412.877777778	21.230391098	353	449
23	90	416.5	411.888888889	23.6898686477	343	457
24	90	346.5	349.3	22.7231893301	280	401
25	90	351.5	351.877777778	23.7635705219	305	411
26	90	366.5	358.311111111	30.6585657577	272	409
27	90	368.0	358.588888889	29.508904285	285	413
28	90	363.0	352.655555556	30.5480172519	289	419
29	90	359.0	356.222222222	23.3964754125	296	404
30	90	589.5	584.744444444	32.563292596	520	673
31	90	578.0	577.188888889	32.1164182466	520	646
32	90	574.5	573.433333333	29.7930081283	504	645
33	90	582.0	584.866666667	28.3878690837	513	643
34	90	585.0	581.733333333	31.3499246854	517	661
35	90	579.5	583.088888889	27.4366520651	526	645
36	90	451.5	445.944444444	25.3825666818	386	507
37	90	455.0	449.577777778	22.7600906939	382	497
38	90	483.0	481.855555556	23.5591742503	414	531
39	90	482.5	479.444444444	28.3333769063	416	541
40	90	481.5	477.455555556	26.4420377056	420	548
41	90	488.0	485.955555556	25.7457272015	397	540
42	90	417.0	413.866666667	24.1758373404	341	467
43	90	409.5	409.433333333	32.2903666405	350	471
44	90	580.5	579.744444444	26.275701116	513	641
45	90	582.5	581.055555556	23.6363002891	527	653
46	90	580.5	575.211111111	26.8168663529	458	627
47	90	584.0	581.1	30.870356151	510	663
0	90	316.0	316.455555556	27.0374888344	143	369
1	90	306.0	310.011111111	17.9755973132	279	374
2	90	322.5	319.144444444	24.0159951843	257	364
3	90	297.0	294.266666667	27.7227543926	133	353
5	90	309.5	308.4	27.7055148943	160	375
6	90	289.0	291.977777778	10.841256362	274	327
7	90	293.0	294.844444444	10.5165595463	273	331
8	90	290.5	293.777777778	11.7006911266	269	334
9	90	296.0	297.8	12.0454694111	279	344
10	90	294.0	294.811111111	10.2522566019	280	344
11	90	300.0	302.3	12.4939540934	265	342
12	90	455.0	450.2	27.9094567804	347	521
13	90	457.0	453.7	26.6105451111	385	526
14	90	452.5	452.288888889	24.8055748414	396	500
15	90	447.0	447.222222222	24.0641632021	393	507
16	90	450.0	450.288888889	26.9918689174	397	505
17	90	451.0	447.922222222	25.2305933245	372	494
18	90	416.0	410.522222222	23.052224659	348	446
19	90	419.5	414.455555556	22.493041448	351	474
20	90	418.0	410.144444444	24.7357416218	347	459
21	90	411.5	407.0	28.4952237713	338	456
22	90	417.0	411.244444444	21.3496349753	345	439
23	90	416.5	409.3	23.8171040314	348	439
24	90	354.0	351.477777778	23.5420322817	303	402
25	90	350.5	350.577777778	24.5931235998	303	395
26	90	360.0	351.644444444	27.0371395229	274	388
27	90	367.0	356.988888889	27.5445071937	284	411
28	90	362.0	352.688888889	29.0530719142	279	413
29	90	351.5	352.977777778	22.4326041376	306	413
30	90	583.5	577.877777778	26.0208582051	518	640
31	90	593.5	585.066666667	30.6843427319	513	637
32	90	584.0	579.433333333	31.7126157862	516	659
33	90	585.5	584.366666667	32.3798462696	521	678
34	90	581.0	576.488888889	30.749975409	514	639
35	90	594.0	589.077777778	26.721288965	510	644
36	90	462.0	456.777777778	24.4493934384	395	503
37	90	455.5	452.888888889	27.4268499607	341	530
38	90	484.0	482.588888889	23.7472311576	417	545
39	90	483.0	478.122222222	24.4207688376	422	526
40	90	477.5	477.577777778	27.5765511411	410	539
41	90	484.5	482.133333333	24.9578311023	420	545
42	90	416.5	417.177777778	19.0476465608	354	457
43	90	418.0	413.422222222	26.5622864552	354	472
44	90	580.5	579.066666667	26.7713777506	519	645
45	90	582.0	580.433333333	30.5250534625	491	671
46	90	588.0	587.011111111	27.0770482736	520	649
47	90	582.5	578.222222222	31.633237716	509	669
0	90	303.5	306.488888889	25.650317063	131	374
1	90	302.0	305.188888889	17.075579993	231	351
2	90	305.5	307.222222222	16.3318215476	276	355
3	90	314.0	316.077777778	23.5004623017	269	376
4	90	310.0	309.777777778	27.8495073875	259	370
6	90	295.0	296.433333333	11.3480786431	267	335
7	90	300.0	302.277777778	12.2120412142	279	338
8	90	289.0	291.322222222	11.6254775556	263	331
9	90	293.0	295.633333333	10.5824277828	273	332
10	90	292.0	294.777777778	11.8947026284	278	340
11	90	295.0	297.422222222	11.661882617	282	339
12	90	440.5	434.933333333	24.0734062585	358	504
13	90	448.0	448.955555556	21.2246769959	383	505
14	90	439.5	441.9	25.7082131278	389	498
15	90	451.0	447.133333333	23.0849638413	384	506
16	90	440.0	437.233333333	20.7915848362	380	483
17	90	452.5	448.766666667	23.4241328548	384	496
18	90	418.5	412.811111111	23.9280841247	350	467
19	90	418.0	414.033333333	25.9424362773	341	468
20	90	412.5	411.388888889	25.3651968231	363	481
21	90	417.0	413.077777778	22.43421384	340	452
22	90	415.0	411.0	24.4267612807	351	473
23	90	416.0	413.466666667	22.2322088671	358	461
24	90	358.5	355.222222222	23.1227534778	308	402
25	90	349.0	350.511111111	23.3501103706	296	392
26	90	365.0	357.322222222	27.6521358539	284	417
27	90	364.0	355.522222222	27.2601572417	290	400
28	90	363.0	355.966666667	27.8170411399	287	422
29	90	352.0	351.044444444	25.1850533766	304	401
30	90	577.5	574.866666667	25.6390327431	495	647
31	90	588.5	583.2	27.8185389823	515	653
32	90	582.5	577.211111111	30.6787999347	466	650
33	90	584.0	575.788888889	32.2195573611	495	658
34	90	591.0	588.9	24.3159983915	524	653
35	90	584.5	581.388888889	25.7896165343	532	641
36	90	447.0	445.5	20.5097537772	384	499
37	90	456.0	455.655555556	23.83375809	398	503
38	90	487.5	482.333333333	26.4032826242	384	545
39	90	485.0	482.1	22.8765042007	429	523
40	90	474.5	476.911111111	26.465761716	423	521
41	90	483.5	481.855555556	20.8009407432	414	518
42	90	415.0	412.788888889	19.2495278121	351	449
43	90	417.0	413.077777778	22.912503999	350	454
44	90	582.0	577.688888889	26.3542720317	511	628
45	90	584.0	579.4	24.1282683451	524	630
46	90	577.5	573.355555556	24.0833326926	516	615
47	90	583.5	578.877777778	25.916887578	520	631
0	90	331.0	325.722222222	24.5492827584	259	374
1	90	319.0	315.911111111	21.2156359762	220	357
2	90	332.0	325.355555556	24.7486525385	249	357
3	90	327.0	323.144444444	27.6307240872	205	372
4	90	319.5	322.155555556	24.2875876443	271	368
5	90	317.0	313.555555556	22.8240181053	222	353
7	90	274.5	273.022222222	16.7504413061	245	331
8	90	271.0	269.944444444	17.3559859102	243	336
9	90	279.0	278.155555556	14.0869609617	248	325
10	90	276.0	275.977777778	15.4976541435	245	328
11	90	275.0	271.577777778	14.8929347737	246	326
12	90	398.0	397.966666667	21.4773524129	324	478
13	90	390.0	393.655555556	19.0363168188	347	450
14	90	405.0	405.533333333	27.7277237917	352	474
15	90	391.5	392.388888889	19.5372546942	343	450
16	90	391.0	392.311111111	20.7870923863	333	451
17	90	395.0	396.411111111	23.0269863153	288	440
18	90	421.5	413.688888889	23.7330732404	359	465
19	90	421.0	410.466666667	24.0495784209	347	444
20	90	413.5	409.477777778	23.8030006408	356	452
21	90	420.0	416.977777778	20.6655794218	346	454
22	90	418.0	411.311111111	25.107167832	347	456
23	90	407.5	409.911111111	24.7348806544	363	466
24	90	404.0	404.277777778	23.7533753287	349	451
25	90	404.0	404.766666667	24.1720913452	361	467
26	90	392.5	392.9	13.2707280216	364	435
27	90	392.0	394.3	14.5300072647	358	436
28	90	391.0	394.177777778	14.5446269405	364	436
29	90	408.5	406.222222222	23.8051244613	355	442
30	90	499.0	498.4	26.7506178537	442	556
31	90	482.0	487.211111111	33.3381644647	428	553
32	90	475.5	482.666666667	34.6852514286	427	578
33	90	495.5	491.866666667	31.2432037054	423	569
34	90	479.0	485.744444444	34.1319534588	426	573
35	90	492.5	492.833333333	26.9704570884	440	563
36	90	449.5	451.3	37.1741995356	392	548
37	90	464.5	453.5	33.6218348366	391	529
38	90	562.0	560.344444444	18.1200693591	490	614
39	90	564.0	564.433333333	24.4713210832	514	619
40	90	573.0	570.9	24.7866675632	523	637
41	90	564.5	561.788888889	16.7169205328	511	606
42	90	398.0	399.666666667	17.2098163203	347	453
43	90	388.0	388.455555556	18.5053512447	330	457
44	90	495.5	494.811111111	23.100213777	441	541
45	90	496.5	495.2	24.1008068099	449	546
46	90	474.0	473.9	47.6396310276	286	551
47	90	496.5	489.066666667	31.882004677	422	569
0	90	327.0	323.788888889	24.0090235094	263	368
1	90	330.5	326.066666667	27.1476620643	267	385
2	90	328.0	325.711111111	23.3329735422	265	387
3	90	332.5	329.566666667	26.0474140324	275	386
4	90	329.5	325.933333333	24.6300629313	275	382
5	90	331.5	325.4	28.1751663704	255	392
6	90	274.0	273.977777778	16.5186613513	246	341
8	90	261.5	263.711111111	16.9208907333	239	338
9	90	270.0	266.122222222	15.9658161066	242	312
10	90	260.0	264.077777778	21.1472234993	145	317
11	90	277.5	275.511111111	15.165197324	245	329
12	90	389.5	389.533333333	22.4168587352	320	450
13	90	389.5	391.644444444	23.5142089957	336	454
14	90	406.5	406.811111111	24.1167965647	351	472
15	90	385.5	390.3	23.2753804122	345	458
16	90	384.5	385.822222222	24.9789145649	288	474
17	90	380.0	383.866666667	21.8114139335	342	463
18	90	417.5	411.233333333	21.9691956056	350	465
19	90	419.5	412.744444444	23.0798426295	345	460
20	90	416.5	413.233333333	24.4140442278	361	464
21	90	417.0	410.511111111	22.0460348889	340	451
22	90	409.5	409.3	26.5608107306	345	456
23	90	404.5	408.288888889	25.2279582318	362	470
24	90	401.5	403.988888889	26.1029987398	348	481
25	90	411.0	407.755555556	25.2011071675	353	465
26	90	385.5	388.744444444	13.5208161416	347	431
27	90	384.0	387.7	13.5642094417	350	419
28	90	388.0	388.366666667	13.9191714313	350	445
29	90	408.5	404.533333333	28.1279615725	338	463
30	90	497.0	497.277777778	28.4144047107	443	560
31	90	496.0	489.088888889	30.7439766258	433	549
32	90	500.0	490.2	33.6356953251	417	558
33	90	484.5	484.488888889	32.9721244031	428	562
34	90	496.0	488.9	34.7914580832	427	583
35	90	499.0	491.055555556	31.9313016442	428	546
36	90	462.0	453.8	32.3138085379	382	532
37	90	458.0	453.322222222	33.3779127827	382	546
38	90	574.5	571.911111111	22.9582444376	516	622
39	90	573.0	572.455555556	26.2005772248	512	623
40	90	568.0	566.511111111	28.3447994228	504	638
41	90	555.5	557.388888889	17.7574362792	520	604
42	90	388.0	388.277777778	18.3763300518	341	448
43	90	395.5	395.977777778	24.1403202491	325	464
44	90	488.5	487.5	27.3606570746	439	558
45	90	486.5	489.233333333	25.736290849	441	559
46	90	493.0	486.066666667	33.7417644273	415	556
47	90	486.0	489.2	32.3423355166	425	569
0	90	331.0	324.4	26.3930967405	229	372
1	90	328.0	321.922222222	28.254489428	217	366
2	90	318.5	317.555555556	23.5910110523	202	377
3	90	323.5	321.255555556	24.6380740188	263	376
4	90	327.0	321.5	25.7536405194	263	365
5	90	325.0	318.166666667	28.579421501	248	362
6	90	293.5	293.322222222	33.2788981447	104	343
7	90	279.0	280.933333333	15.6573021658	248	344
9	90	279.0	278.633333333	14.6927419724	250	319
10	90	272.0	270.233333333	16.9751779568	235	327
11	90	279.0	279.688888889	14.7125376952	245	325
12	90	399.0	398.822222222	21.4867286056	345	460
13	90	394.5	394.433333333	18.8538531281	349	455
14	90	410.0	407.622222222	24.382406124	349	456
15	90	394.5	394.155555556	23.2641407947	293	452
16	90	397.0	397.711111111	20.8301301241	348	471
17	90	397.5	396.566666667	21.0417838281	336	435
18	90	416.0	410.333333333	22.1143492883	351	455
19	90	420.5	411.888888889	22.6757062585	348	446
20	90	419.5	411.777777778	23.2191385512	344	452
21	90	420.0	410.322222222	24.2353404844	347	453
22	90	413.5	408.066666667	22.9631589	358	451
23	90	406.0	405.311111111	25.6257875519	352	451
24	90	403.5	401.944444444	22.3036425082	353	445
25	90	402.0	402.5	23.8128116778	352	491
26	90	394.5	395.6	14.7496139309	371	431
27	90	392.0	394.944444444	15.733447112	367	452
28	90	395.0	397.511111111	15.9980863053	366	451
29	90	402.5	402.044444444	21.2602451701	341	453
30	90	489.5	492.866666667	26.4970438603	436	546
31	90	469.0	480.055555556	36.0201675334	425	568
32	90	491.0	489.2	38.3667101071	424	577
33	90	495.0	496.433333333	26.5485090605	448	584
34	90	484.0	488.633333333	36.3900016793	415	565
35	90	485.5	489.422222222	28.1740533816	426	576
36	90	453.5	454.8	37.4463171309	389	542
37	90	457.0	451.422222222	31.0361716489	365	529
38	90	563.5	562.7	17.3240038995	480	608
39	90	572.0	568.377777778	24.8115464957	517	620
40	90	566.0	565.066666667	26.4053024978	518	621
41	90	560.0	560.666666667	16.1658075373	512	606
42	90	393.0	393.844444444	17.2045931277	360	439
43	90	411.0	409.477777778	24.5710886015	358	453
44	90	501.0	499.888888889	27.8764912683	420	565
45	90	484.0	486.822222222	27.3595718687	423	580
46	90	488.0	487.5	31.562372112	427	552
47	90	496.5	494.055555556	27.2451264189	435	545
0	90	326.5	326.722222222	19.8214405675	260	396
1	90	327.0	325.611111111	21.2632674632	237	366
2	90	312.5	312.644444444	22.586776422	207	370
3	90	318.5	316.3	23.6410424662	265	376
4	90	312.0	312.955555556	25.7383894476	260	377
5	90	326.0	324.7	20.7853848226	259	367
6	90	255.0	262.844444444	20.7642380127	241	336
7	90	266.0	265.233333333	16.6012382403	244	311
8	90	258.5	260.855555556	13.9821800169	239	316
10	90	260.5	263.955555556	16.0283853149	244	315
11	90	258.0	262.622222222	15.2662138053	243	319
12	90	389.0	390.311111111	17.0793211187	358	434
13	90	387.0	386.322222222	23.8336026921	282	448
14	90	404.0	406.777777778	24.148051579	363	474
15	90	383.5	387.088888889	22.6713938426	292	480
16	90	384.5	387.877777778	19.9359127527	343	457
17	90	391.0	392.677777778	18.0251847134	354	451
18	90	413.0	409.9	19.8192106581	355	454
19	90	415.0	407.911111111	19.132081518	354	442
20	90	410.0	410.466666667	24.992532218	362	462
21	90	416.0	411.622222222	19.0493964779	363	461
22	90	415.0	409.855555556	21.3612115299	351	459
23	90	409.0	408.588888889	23.9758649222	362	453
24	90	404.0	401.8	22.7821567606	359	448
25	90	404.0	404.377777778	25.9797261887	340	479
26	90	383.5	387.066666667	12.8632119714	367	437
27	90	384.0	387.533333333	13.1057239403	364	442
28	90	382.0	388.533333333	17.2099454451	370	450
29	90	407.0	405.155555556	24.3451620159	350	463
30	90	487.0	492.222222222	28.9251055036	435	604
31	90	498.0	487.944444444	35.3969117018	418	558
32	90	499.0	491.544444444	33.4209385835	420	576
33	90	497.5	488.244444444	33.8543649282	424	555
34	90	502.5	493.688888889	31.0761231832	423	550
35	90	491.0	492.655555556	27.0272130808	442	553
36	90	467.5	460.911111111	27.7050514626	394	514
37	90	459.0	455.177777778	31.068232356	386	529
38	90	552.0	553.155555556	14.5769308697	511	589
39	90	566.0	565.366666667	22.7969052481	517	619
40	90	564.0	564.533333333	25.6489982477	503	633
41	90	554.5	555.311111111	14.228800562	530	594
42	90	391.0	394.122222222	16.2807505818	364	440
43	90	389.5	390.622222222	19.346879035	332	443
44	90	492.5	490.966666667	27.2210906794	438	547
45	90	488.5	489.677777778	29.4840174323	433	558
46	90	494.0	475.766666667	71.7260296777	3	555
47	90	498.0	490.488888889	28.8518223743	427	546
0	90	331.0	327.4	27.5744648382	223	380
1	90	320.5	319.211111111	18.2735354753	263	361
2	90	329.5	326.922222222	26.7848330954	269	388
3	90	328.0	323.211111111	19.5689632068	262	371
4	90	320.0	316.5	23.1080793952	265	367
5	90	325.0	322.133333333	19.8198553644	266	360
6	90	265.0	266.677777778	21.0379697889	241	344
7	90	274.0	272.333333333	15.5649178175	246	331
8	90	264.0	264.422222222	16.8950865821	243	334
9	90	262.0	265.011111111	16.0530332505	244	315
11	90	260.5	264.988888889	16.4069730734	245	328
12	90	387.5	388.5	21.6211059436	333	444
13	90	390.0	393.733333333	21.3420815396	351	454
14	90	410.5	409.5	24.4427903481	359	464
15	90	393.5	392.988888889	19.913420625	338	442
16	90	409.0	412.422222222	26.5961474979	367	484
17	90	395.0	396.111111111	19.0037683073	349	453
18	90	413.5	408.188888889	18.6099701143	351	445
19	90	412.0	407.122222222	18.5291528725	359	446
20	90	412.0	406.011111111	19.1029342973	352	441
21	90	415.5	408.022222222	27.3662313314	347	479
22	90	415.5	408.9	19.6666949152	360	463
23	90	414.0	407.122222222	20.2692036667	348	441
24	90	405.5	405.066666667	23.6646947535	351	443
25	90	408.0	405.555555556	24.5561085911	356	463
26	90	384.0	386.155555556	15.330370084	339	449
27	90	383.0	386.322222222	13.0646493152	345	428
28	90	382.0	383.922222222	12.5275055403	343	426
29	90	404.5	403.344444444	24.0712650783	356	447
30	90	496.0	494.844444444	30.3120478839	442	554
31	90	497.0	493.888888889	31.2034344422	432	572
32	90	489.0	489.3	37.7266336808	429	594
33	90	492.5	494.055555556	28.9959235108	442	556
34	90	501.0	494.111111111	31.785197269	424	564
35	90	493.5	492.433333333	25.1846734697	410	548
36	90	458.5	452.222222222	29.944681508	367	531
37	90	465.5	458.266666667	32.2165588893	389	531
38	90	563.0	562.144444444	14.4557263633	516	595
39	90	564.5	565.233333333	28.2087653832	503	640
40	90	554.5	558.822222222	25.9664646025	504	622
41	90	559.0	557.144444444	21.9552884599	488	597
42	90	393.0	397.077777778	18.4765483656	366	462
43	90	395.0	397.777777778	21.4070485681	346	446
44	90	492.0	488.388888889	30.9144678264	432	551
45	90	495.5	493.022222222	30.2919049611	400	563
46	90	499.5	493.277777778	34.0718286297	424	569
47	90	495.0	493.311111111	25.6647810755	425	566
0	90	325.0	324.955555556	16.710549636	285	377
1	90	322.5	320.0	19.1386752125	259	357
2	90	310.0	309.322222222	15.2634842227	269	351
3	90	319.0	315.844444444	25.8533948388	242	363
4	90	324.5	321.455555556	26.0423420653	270	379
5	90	309.5	306.411111111	23.9359768477	199	351
6	90	264.0	267.3	23.5770368509	244	346
7	90	257.0	262.511111111	15.8249061394	242	318
8	90	259.0	261.111111111	14.0082867891	242	303
9	90	268.5	265.855555556	15.6116488638	244	323
10	90	275.0	274.544444444	14.631899027	245	321
12	90	380.5	385.522222222	19.2441782122	350	456
13	90	382.0	385.211111111	22.523811817	322	440
14	90	409.0	407.644444444	23.4271025909	360	478
15	90	379.0	382.088888889	20.0658053217	349	444
16	90	381.5	386.644444444	19.5637482838	339	438
17	90	378.0	383.255555556	20.5618638969	337	457
18	90	413.0	406.022222222	17.4107104825	353	433
19	90	413.0	404.622222222	19.5075926972	348	445
20	90	412.0	406.444444444	17.9072369673	362	439
21	90	412.0	405.311111111	18.1546715411	356	442
22	90	414.0	406.655555556	19.1474750938	346	443
23	90	412.5	405.9	17.8966477308	357	442
24	90	406.5	403.333333333	24.9657543224	341	458
25	90	399.5	401.977777778	24.3926117128	358	468
26	90	382.5	384.6	14.3409282204	329	433
27	90	382.0	385.177777778	13.5388968677	361	442
28	90	382.0	385.122222222	15.2197443239	326	436
29	90	400.5	401.388888889	24.167790523	356	473
30	90	496.0	495.366666667	30.5179182339	429	567
31	90	506.0	496.388888889	31.6911114228	429	559
32	90	502.5	492.888888889	33.9321035941	429	559
33	90	502.0	493.166666667	34.2644130258	423	560
34	90	501.5	494.922222222	32.7099127951	421	558
35	90	486.5	487.055555556	24.0205287716	439	552
36	90	464.0	456.577777778	27.994038166	395	528
37	90	462.0	455.6	31.9324982493	391	528
38	90	560.0	558.855555556	14.4295692637	516	602
39	90	560.0	562.6	25.3060379269	508	624
40	90	565.0	562.288888889	26.0598646046	500	615
41	90	555.5	554.477777778	14.8893905388	524	606
42	90	390.0	392.3	16.3526756221	347	450
43	90	387.0	384.7	16.6782959428	328	431
44	90	489.5	486.9	29.4867390157	416	553
45	90	494.5	495.1	23.2235751865	447	561
46	90	503.0	496.7	28.6292197278	428	550
47	90	492.5	488.833333333	28.7128503945	423	554
0	90	331.0	324.011111111	28.7763384453	255	371
1	90	331.0	327.888888889	24.4787637871	252	371
2	90	316.0	315.888888889	22.1241167781	263	374
